created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Jan 09 06:29:06 +0000 2024;1744607209722700108;"Larangan kendaraan pribadi masuk KIPP IKN demi mendukung konsep Green City #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Mycgbodsau";0;0;0;0;in;1564445082866323456;1744607196305068115;BertaniKodok;https://twitter.com/BertaniKodok/status/1744607209722700108
Tue Jan 09 06:29:05 +0000 2024;1744607206388158539;"Beberapa investasi yang siap dijajal di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/JcMLyeZjZM";0;1;0;0;in;1564445082866323456;1744607196305068115;BertaniKodok;https://twitter.com/BertaniKodok/status/1744607206388158539
Tue Jan 09 06:29:05 +0000 2024;1744607203485790328;"Kesiapan Pemerintah memindahkan ribuan ASN ke IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/BOYM9hGCyv";0;1;0;0;in;1564445082866323456;1744607196305068115;BertaniKodok;https://twitter.com/BertaniKodok/status/1744607203485790328
Tue Jan 09 06:29:04 +0000 2024;1744607199618576603;"Kementerian ATR/BPN selesaikan teknis detail tata ruang kota negara di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/mOy34AkCHP";0;1;0;0;in;1564445082866323456;1744607196305068115;BertaniKodok;https://twitter.com/BertaniKodok/status/1744607199618576603
Tue Jan 09 06:29:03 +0000 2024;1744607196305068115;"10 Konglomerat yang siap berinvestasi di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Nw4myDiwkg";0;1;0;0;in;1564445082866323456;1744607196305068115;BertaniKodok;https://twitter.com/BertaniKodok/status/1744607196305068115
Tue Jan 09 05:30:08 +0000 2024;1744592369067102510;"Pandangan Cak Imin Soal IKN sebagai Simbol Pemerataan  Source: YouTube/Muhaimin Iskandar Date: 3 Januari 2024  #cakimin #cawapres2024 #ikn https://t.co/QaZ41bLCiS";0;0;0;0;in;1740205989998313472;1744592369067102510;Olenka_News;https://twitter.com/Olenka_News/status/1744592369067102510
Tue Jan 09 05:13:59 +0000 2024;1744588305897861541;"Pembangunan Ibu Kota Negara baru yang modern dan berkelanjutan. #IKN #02Melanjutkan";0;0;0;0;in;1678116648635736064;1744588305897861541;IsabellaSc2815;https://twitter.com/IsabellaSc2815/status/1744588305897861541
Tue Jan 09 04:25:15 +0000 2024;1744576042260693502;"Pembangunan Ibu Kota Negara baru yang modern dan berkelanjutan. #IKN #02Melanjutkan";0;0;0;0;in;1678111957751324673;1744576042260693502;BrookeT98027264;https://twitter.com/BrookeT98027264/status/1744576042260693502
Tue Jan 09 03:57:42 +0000 2024;1744569106651836922;"Jokowi Soal Debat ke-3 Capres: Yang Kelihatan Justru Saling Menyerang!  Simak Berita Lengkapnya : https://t.co/Gf855G1ihx  #aniesbaswedan #beritaterkini #beritamega4d #debatcapres3 #jokowi #jokowiwidodo #prabowo #prabowosubianto #presiden2024 #ikn #indonesiadaruratmembaca https://t.co/Zrz3SKqKmR";0;0;0;0;in;1683337363777536001;1744569106651836922;BeritaMega4D;https://twitter.com/BeritaMega4D/status/1744569106651836922
Tue Jan 09 01:31:19 +0000 2024;1744532268415410458;"Pembangunan Ibu Kota Negara baru yang modern dan berkelanjutan. #IKN #02Melanjutkan";0;0;0;0;in;1678116648635736064;1744532268415410458;IsabellaSc2815;https://twitter.com/IsabellaSc2815/status/1744532268415410458
Tue Jan 09 00:43:02 +0000 2024;1744520117558686160;"Pembangunan Ibu Kota Negara baru yang modern dan berkelanjutan. #IKN #02Melanjutkan";0;0;0;0;in;1686765104640266240;1744520117558686160;Brycekirk288488;https://twitter.com/Brycekirk288488/status/1744520117558686160
Mon Jan 08 23:39:00 +0000 2024;1744504002580992292;"Siapa Aguan alias Sugianto Kusuma? Bos Agung Sedayu Group, Pimpin Konsorsium Swasta di IKN Nusantara  #KonsorsiumASG #KonsorsiumNusantara #Aguan #SugiantoKusuma #IKN #IKNNusantara #IbuKotaNegara #Kaltim #KalimantanTimur  https://t.co/0XfZwSJoWd lewat @tribunnews";0;0;1;0;in;103551225;1744504002580992292;tribunkaltim;https://twitter.com/tribunkaltim/status/1744504002580992292
Mon Jan 08 23:00:01 +0000 2024;1744494193836511489;"Presiden Joko Widodo akan melakukan ground breaking proyek-proyek strategis di Ibu Kota Nusantara, termasuk hotel berbintang, botanical garden, dan gedung pemerintahan. Diproyeksikan investasi hingga Rp 100 triliun.  #ikn #groundbreaking #investasi https://t.co/JV5frvZiLw";0;0;0;0;in;3312427500;1744494193836511489;prokaldotco;https://twitter.com/prokaldotco/status/1744494193836511489
Mon Jan 08 18:22:21 +0000 2024;1744424315943342435;"Pembangunan Ibu Kota Negara baru yang modern dan berkelanjutan. #IKN #02Melanjutkan";0;0;0;0;in;1678677289125691392;1744424315943342435;Spencerhil1325;https://twitter.com/Spencerhil1325/status/1744424315943342435
Mon Jan 08 14:00:25 +0000 2024;1744358397741253057;"#Kowantara juga pengin debat dengan Pak @jokowi  mengenai #IKN  Nusantara yang diskriminatif terhadap #warteg https://t.co/SdYTD0rhq1";0;0;0;0;in;106409090;1744358397741253057;mukroni68;https://twitter.com/mukroni68/status/1744358397741253057
Mon Jan 08 13:29:47 +0000 2024;1744350690007208308;"#Kowantara juga pengin debat dengan Pak @jokowi  mengenai #IKN  Nusantara yang diskriminatif terhadap #warteg https://t.co/SdYTD0rhq1";0;0;4;4;in;106409090;1744350690007208308;mukroni68;https://twitter.com/mukroni68/status/1744350690007208308
Mon Jan 08 13:28:33 +0000 2024;1744350380945985632;"#Kowantara juga pengin debat dengan Pak @jokowi  mengenai #IKN  Nusantara yang diskriminatif terhadap #warteg https://t.co/SdYTD0rPfz";0;0;4;4;in;106409090;1744350380945985632;mukroni68;https://twitter.com/mukroni68/status/1744350380945985632
Mon Jan 08 13:26:49 +0000 2024;1744349942490251271;"#Kowantara juga pengin debat dengan Pak @jokowi  mengenai #IKN  Nusantara yang diskriminatif terhadap #warteg https://t.co/SdYTD0rPfz";0;0;4;4;in;106409090;1744349942490251271;mukroni68;https://twitter.com/mukroni68/status/1744349942490251271
Mon Jan 08 13:26:35 +0000 2024;1744349884587929628;"#Kowantara juga pengin debat dengan Pak @jokowi  mengenai #IKN  Nusantara yang diskriminatif terhadap #warteg https://t.co/SdYTD0rPfz";0;0;4;4;in;106409090;1744349884587929628;mukroni68;https://twitter.com/mukroni68/status/1744349884587929628
Mon Jan 08 13:26:26 +0000 2024;1744349844561698878;"#Kowantara juga pengin debat dengan Pak @jokowi  mengenai #IKN  Nusantara yang diskriminatif terhadap #warteg https://t.co/SdYTD0rPfz";0;0;4;4;in;106409090;1744349844561698878;mukroni68;https://twitter.com/mukroni68/status/1744349844561698878
Mon Jan 08 13:26:05 +0000 2024;1744349758335111589;"#Kowantara juga pengin debat dengan Pak @jokowi  mengenai #IKN  Nusantara yang diskriminatif terhadap #warteg https://t.co/SdYTD0rPfz";0;0;4;4;in;106409090;1744349758335111589;mukroni68;https://twitter.com/mukroni68/status/1744349758335111589
Mon Jan 08 13:25:54 +0000 2024;1744349713225408623;"#Kowantara juga pengin debat dengan Pak @jokowi  mengenai #IKN  Nusantara yang diskriminatif terhadap #warteg https://t.co/SdYTD0rPfz";0;0;3;4;in;106409090;1744349713225408623;mukroni68;https://twitter.com/mukroni68/status/1744349713225408623
Mon Jan 08 13:25:41 +0000 2024;1744349657810284573;"#Kowantara juga pengin debat dengan Pak @jokowi  mengenai #IKN  Nusantara yang diskriminatif terhadap #warteg https://t.co/SdYTD0rPfz";0;0;2;2;in;106409090;1744349657810284573;mukroni68;https://twitter.com/mukroni68/status/1744349657810284573
